id,job_id,title,sector,employer,country,closing_date,summary
5205,45982,Secretary,Construction,RBRB CONSTRUCTION LTD,Mauritius,30.11.2025,"1. Contract Assistant Secretary• HSC/GCE A Level• Computer literate (words, Excel & PowerPoint)• Knowledge in Secretarial duties with 2yrs Experience• Ability to work under pressure• Excellent written/verbal & organizational skills• Assisting with copying, scanning, faxing & fillings of documents.? Full C.V & including passport photo to the HR manager? By post at: RBRB CONSTRUCTION LTD42A, Vandermesch St, Rose-Hill? Tel: 4666222 or 52541212? By email: hr@rbrbconstruction.com/ admin@rbrbconstruction.com"
5206,45981,"Carer, Home",Private Household,MOURATSING BEEBEE FATIMAH ANOUCHKA NIZAM,Mauritius,05.09.2025,"-Assistance with personal hygiene, meal preparation, cleaning-Observe the recovery of the service user-Schedule and follow medical appointments and social care-Cooperate with physicians, therapists and pharmacists to adapt and update the care plans regularly"
5207,45980,Maid,Private Household,MOURATSING BEEBEE FATIMAH ANOUCHKA NIZAM,Mauritius,05.09.2025,"-Washing windows and walls as well as polishing woodwork as needed.-Scrubbing toilets, showers, baths, and bathroom sinks as well as removing mildew buildup and mold from various surfaces.-Wiping down kitchen appliances, equipment, and counters to remove dirt, grease, and grime-Laundering clothing-Washing, drying, and folding bedding and towels."
5208,45979,"Driver, Private Car",Private Household,BEATRICE MEGAN LAI FAT FUR,Mauritius,07.09.2025,"We are seeking a reliable and compassionate Driver to provide transportation servicesfor our parent. The ideal candidate will be patient, attentive, and able to ensure a safeand comfortable driving experience. This role involves not only driving but alsoassisting with various errands and appointments as needed."
5209,45978,Maid,Cleaning Services,COOSHNA KAMLESH,Mauritius,16.09.2025,Cleaning and cooking
5210,45977,Education Officer,Social Services,MAURITIAN WILDLIFE FOUNDATION,Mauritius,26.09.2025,"Community Education Officer(For Mauritian applicants only)Are you a proactive and resourceful organiser who thrives on achieving purposeful results?If you’re passionate about creating impact in wildlife conservation through education and enjoy a balance of office work and meaningful community engagement, we would love you to join our Education team as a Community Education Officer.Job Brief• Exciting career opportunity working together with communities, along with public and private partners to promote education about Mauritius’ native biodiversity and reinforce its protection through collaborative efforts.• The officer engages target audiences identified in the Education Action plan, organises tailored events, and helps lead actions to meet the programme objectives.• Ideal for someone who is passionate about conservation, enjoys working with people, and can manage multiple tasks.• Collaborating with a dynamic office and Field team from various backgrounds.• Interesting package based on qualification, experience, and personality."
5211,45976,Imam,Religious Activities,GRANDE RETRAITE HALKAE QUADRIA ISHAT E ISLAM SOCIETY,Mauritius,05.09.2025,To attend salaat five times a day.To perform Halka e zikr every monday.To organise majaliss as when required.In other cognate duties as required by the society.
5212,45975,Maid,Private Household,RATHOAR RAVI,Mauritius,06.09.2025,HOUSEHOLD EMPLOYEE/ MAID
5213,45974,Maid,Private Household,CHICOOREE PREMCHAND,Mauritius,06.09.2025,HOUSEHOLD EMPLOYEE/ MAID
5214,45973,Network Team Leader,BPO/ICT,INCONEK (MAURITIUS) LTD,Mauritius,30.09.2025,Network Team Leader
5215,45972,Network Technician,BPO/ICT,INCONEK (MAURITIUS) LTD,Mauritius,30.09.2025,Cabling Network Technician
5216,45971,Driver-Messenger,BPO/ICT,INCONEK (MAURITIUS) LTD,Mauritius,20.09.2025,Driver-Helper
5217,45970,Physiotherapist,Human Health & Social work activities,KESTREL MEDICAL CENTRE,Mauritius,12.09.2025,physiothrapist required
5218,45969,Store Attendant,Trade,BABY KING LTD,Mauritius,07.09.2025,"Store OperationsOpen and close the shop as per schedule.Keep the shop clean, tidy, and well-presented at all times.Arrange and replenish stock on shelves and displays.Ensure pricing labels, tags, and promotional signs are accurate and visible.Inventory & Stock ManagementMonitor stock levels and inform supervisors when replenishment is needed.Receive, unpack, and check deliveries for accuracy and quality.Assist in stocktaking and inventory control."
5219,45968,"Driver, Bus",Transport and Storage,BOJESS LTD,Mauritius,07.09.2025,To drive 64 seater passenger bus & transporting passengers safely and comfortably to their destinations on a designated route and schedule.Note: Applicant should be residing 5km distance from Riviere du Poste. Having a transport facility to call for duty would be an advantage.
5220,45967,Helper,Trade,TI BAZAR MUHUN BROTHERS & CO LTD,Mauritius,08.09.2025,"The Helper will support daily operations in the fruit and vegetable distribution process, ensuring that produce is handled, packed, and delivered according to company standards. The role involves assisting in loading and unloading goods, maintaining cleanliness in the workplace, and helping the team meet delivery schedules for clients."
5221,45966,Shop Assistant,Trade,JOONAS & CO. LTD,Mauritius,30.09.2025,Providing customers with a positive shopping experience.
5222,45965,Agricultural Labourer,Agriculture,GOPAUL SINDOO KOOMAR,Mauritius,07.09.2025,"Agricultural Labourer will be responsible for assisting in day-to-day farming activities including land preparation, planting, irrigation, weeding, harvesting, and general maintenance of crops. The role requires physical stamina, teamwork, and willingness to work in outdoor environments."
5223,45964,"Housekeeper, Domestic",Private Household,BEATRICE MEGAN LAI FAT FUR,Mauritius,04.09.2025,"We are looking for a reliable and dedicated House Keeper to support the smooth operation of ourprivate residence. This role requires someone who is highly organized, detail-oriented, and capable ofmanaging a variety of domestic tasks with professionalism and discretion. The ideal candidate will haveprior experience working in a household setting and demonstrate a strong work ethic, flexibility, andrespect for family privacy."
5224,45963,Administrative Clerk,Human Health & Social work activities,FTM (MAURITIUS) LTD,Mauritius,30.09.2025,1)Placing orders with suppliers abroad2) clearance and follow-up of consignments3)Tenders4) Sales analysis5)should be fluent in English6)Fluent in Microsoft office
5225,45962,Pharmacy Dispenser,Human Health & Social work activities,FTM (MAURITIUS) LTD,Mauritius,30.09.2025,"FTM a leader in the Healthcare sector is looking to hire a dispenser for its retail pharmacy in Sodnac and Ebene.Role and ResponsibilitiesThe prime role of a pharmacy dispense is to dispense medications as per prescriptions by the authorized medical practitioner, after ensuring its accuracy and safety."
5226,45961,Store Clerk,Trade,JOONAS & CO. LTD,Mauritius,30.09.2025,Assist storekeepers with daily administrative tasks and warehouse operations to ensure efficient inventory management and smooth logistical processes
5227,45959,Electrician,Real Estate,UNITED DOCKS,Mauritius,12.09.2025,Performs various electrical interventions and installation throughout company premises
5228,45958,HVAC Technician,Real Estate,UNITED DOCKS,Mauritius,12.09.2025,Ability to perform different types of HVAC intervention through company premises.
5229,45957,Gardener,Real Estate,UNITED DOCKS,Mauritius,12.09.2025,Perform various gardening tasks and duties throughout company premises.
5230,45956,"Handyman, Building Maintenance",Real Estate,UNITED DOCKS,Mauritius,12.09.2025,Ability to perform various intervention from cleaning to maintenance in company premises.
5231,45955,"Cleaner, Building/Office",Real Estate,UNITED DOCKS,Mauritius,12.09.2025,Ability to maintain clean offices and company premises through accurate cleaning and housekeeping
5232,45954,"Housekeeper, Domestic",Private Household,RISHI RAMIAH,Mauritius,08.09.2025,Household male worker
5233,45953,Housemaid,Private Household,NEERAJ NAWAZ,Mauritius,05.09.2025,"housekeeping, cleaning, dusting, grooming, buying groceries, ironing clothes, cleaning Gurden, washing cars,"
5234,45952,Office Attendant,Manufacturing-Metal Products,FURNICON LTD,Mauritius,17.09.2025,Clean offices and related area
5235,45951,Electrician,Manufacturing-Metal Products,FURNICON LTD,Mauritius,16.09.2025,Electrician related task
5236,45950,Helper,Manufacturing-Metal Products,FURNICON LTD,Mauritius,16.09.2025,Helping in workshop
5237,45949,Welder,Manufacturing-Metal Products,FURNICON LTD,Mauritius,16.09.2025,"Cutting, grinding, and cleaning metal components and surfaces to prepare them for welding."
5238,45948,"Carer, Private Household",Private Household,SHEIK IDRIS SHAH  LALL MAHOMED,Mauritius,04.09.2025,To assist patient in walkingTo monitor input and output chart of patientTo maintain a safe environmentTo maintain a proper hygiene
5239,45947,Housemaid,Social Services,DHANESHWARSINGH  MANGRA  BALA,Mauritius,06.09.2025,house maid
5240,45946,Housemaid,Private Household,MOHAMMUD  JAVED  NIAMUT,Mauritius,06.09.2025,house maid
5241,45945,General Worker,Agriculture,ADVANCED AGRICULTURE LTD,Mauritius,15.09.2025,Construction of Greenhouse
5242,45944,Tile Setter/Marble Layer,Trade,TOP CERAMICA LTD.,Mauritius,06.09.2025,"Tiles Setting, Granite, Marble and Quratz Installation, cutting, polishing and drilling"
5243,45943,Gardener,Private Household,AKHTAR NAWAZ YACOOB DAWOOD,Mauritius,05.09.2025,Gardener on full time basis
5244,45942,"Carer, Home",Private Household,AKHTAR NAWAZ YACOOB DAWOOD,Mauritius,05.09.2025,Female carer to assist Lady of 92 Years
5245,45941,Accounting / Accounts Officer,Construction,ARCHEMEDIAN CONTRACTING & MAINTENANCE CO LTD,Mauritius,30.09.2025,"We are looking for an Accounts Officer, your role encompasses ensuring compliance with internal controls, laws, and regulations while managing the company’s financial operations. This includes raising invoices, handling collections, managing supplier payments, petty cash, staff salaries, and regulatory submissions. You will record, analyse, and report financial transactions in line with GAAP and IFRS, reconcile accounts, prepare management reports, and maintain project statistics. The role also involves liaising with auditors, regulatory authorities, bankers, and stakeholders, executing treasury management, and ensuring smooth audits and timely returns. Proficiency in accounting software and adaptability are required, along with undertaking any additional duties assigned by management."
5246,45930,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Agriculture,DOMAINE DE LABOURDONNAIS LTEE,Mauritius,09.09.2025,"The Goods Vehicle Driver (Commercial Traveller) will be responsibility for ensuring the timely and accurate delivery of Les Vergers de Labourdonnais’ wide variety of products to clients across Mauritius. The role inlcudes preparing and delivering orders to supermarkets, shops, hotels and restaurants while maintaining a high standard of service and professionalism. The Commercial Traveller will also act as a key point of contact with clients, ensuring customer satisfaction and relaying any feedback to the sales team to support continuous improvement."
5247,45929,Store Attendant,Trade,BABY KING LTD,Mauritius,04.09.2025,"Store OperationsOpen and close the shop as per schedule.Keep the shop clean, tidy, and well-presented at all times.Arrange and replenish stock on shelves and displays.Ensure pricing labels, tags, and promotional signs are accurate and visible.Inventory & Stock ManagementMonitor stock levels and inform supervisors when replenishment is needed.Receive, unpack, and check deliveries for accuracy and quality.Assist in stocktaking and inventory control."
5248,45927,Cabinet Maker/Menuisier,Manufacturing-Furniture,D.GONEEA CO. LTD,Mauritius,30.09.2025,The candidate will be expected to have a basic understanding and practical capacity to operate within  a busy manufacturing process of furniture and metal products.
5249,45926,Helper,"Aged, Disability and Social Care Services",MOUNT VIEW RESIDENTIAL CARE HOME LTD,Mauritius,31.10.2025,We are seeking a reliable and detail-oriented Cleaner to join our team.
5250,45922,"Driver, Heavy Vehicle",Cleaning Services,DRY CLEANING SERVICES LTD (DCS),Mauritius,30.09.2025,"Dcs  Ltd is currently looking for Goods Vehicle Driver.Interested candidates may either call on+230 2072000 or walk in directly from 8:30 am to 9:30 am, from Monday to Friday"
5251,45921,Factory Operator,Cleaning Services,DRY CLEANING SERVICES LTD (DCS),Mauritius,10.09.2025,We are currently looking for Factory Operator to reinforce our production team.
5252,45920,Merchandiser,Agriculture,DOMAINE DE LABOURDONNAIS LTEE,Mauritius,09.09.2025,"The Merchandiser plays a key role in ensuring that products are well-presented, available and appealing to customers across assigned outlets. Responsible for maintaining stock levels, monitoring product displays and implementing promotional activities, the Merchandiser acts as the link between the sales team, suppliers and retailers."
5253,45916,Merchandiser,Manufacturing-Other,ARYZE COMPANY LTD,Mauritius,30.09.2025,"- Visit Various outlets as schedule to replenish shelves ans ensure optimal product presentation- Ensure POS materials are in good condition and present at all clients.- Create effective shelf placement, attractive visual merchandising, and promotional displays"
5254,45915,"Driver, Van, Light and Local Transport",Trade,SEASON GIFT LTD,Mauritius,15.09.2025,Driver for contract van tourists
5255,45914,Administrative Clerk,Education,EXCELSIOR EDUCATION LTD,Mauritius,15.09.2025,"Answer and transfer telephone calls or take messages.Sort and deliver incoming mail and send outgoing mail.Schedule appointments and receive customers or visitors.Provide general information to staff, clients, or the public.Type, format, or edit routine memos or other reports."
5256,45913,Search Officer,Trade,TCIOI LTEE,Mauritius,30.09.2025,Sourcing of products from other countries
5257,45912,Procurement/Purchasing Officer,Trade,DRAGON ELECTRONICS LTD,Mauritius,08.09.2025,Dragon Electronics Ltd is currently looking to recruit a dynamic and proactive Procurement Clerk
5258,45908,"Carer, Private Household","Aged, Disability and Social Care Services",BUNDHUN PRAVESH KUMAR,Mauritius,05.09.2025,"To take care of an old disabled lady from Monday to Sunday as and when required. The employee will have to cook, feed the person, give her medications on a daily basis."
5259,45906,"Cleaner, Hotel",Construction,WENSENG CONTRACTING CO LTD,Mauritius,30.12.2025,"Hotel bed change, preparing food , ironing washing"
5260,45905,Receptionist,Hotel,SOCIETE LA PRENEUSE SUR MER,Mauritius,15.09.2025,Greeting VisitorsAnswering PhonesHandling Enquiries
5261,45901,Housekeeping Attendant,Cleaning Services,DEEP CLEAN CONTRACTING LTD,Mauritius,05.09.2025,"A housekeeper is responsible for maintaining cleanliness, order, and hygiene in assigned areas such as guest rooms, offices, or private residences. Duties include cleaning, dusting, sweeping, mopping, vacuuming, changing linens, and sanitizing bathrooms and common areas. Housekeepers also restock supplies, report damages or maintenance needs, and ensure that spaces are neat, safe, and welcoming. The role requires attention to detail, time management, and the ability to work independently or as part of a team."
5262,45900,Gardener,Cleaning Services,DEEP CLEAN CONTRACTING LTD,Mauritius,05.09.2025,"A gardener is responsible for the care, maintenance, and improvement of gardens, lawns, and outdoor landscapes. Duties include planting, watering, pruning, weeding, mowing, and applying fertilizers or pesticides when necessary. The gardener ensures that plants, flowers, and trees remain healthy and attractive, while keeping outdoor areas clean, safe, and well-presented. The role may also involve landscaping, designing garden layouts, and maintaining gardening tools and equipment."
5263,45899,"Housekeeper, Domestic",Private Household,SUJATA JUGOO,Mauritius,04.09.2025,"Personne sérieuse, responsable et honnêteExpérience souhaitée dans les travaux ménagersBonne condition physique de 18 a 40 ansCapacité à travailler de manière autonome et organisée"
5264,45898,"Housekeeper, Domestic",Private Household,ABHISHAKE JUGOO,Mauritius,04.09.2025,"Personne sérieuse, responsable et honnêteExpérience souhaitée dans les travaux ménagersBonne condition physique de 18 a 40 ansCapacité à travailler de manière autonome et organisée"
5265,45897,Receptionist,Agriculture,TERRAGRI LTD,Mauritius,30.09.2025,"We are currently seeking a Receptionist to join our team in Beau Plan. This role will involve supporting the smooth operation of various administrative tasks at the front desk, as well as serving as the first point of contact between our company and its customers. The ideal candidate will be proactive, professional, and able to handle a variety of responsibilities in a dynamic environment."
5266,45894,Driver-Messenger,Telecommunication,TELECONVERGENCE INFOSYSTEMS MAURITIUS LTD,Mauritius,26.09.2025,1.Deliver despatched documents or payments and pick up documents or supplies in a timely manner.2.Ensure the cleanliness and proper maintenance of the company vehicle.3.Honesty.4.Assist in back-office administration tasks.5.Provide attendant and messenger services.6.Maintain the office premises in a neat and tidy condition.7.Any other cognate duties
5267,45893,Tourist Guide,Travel & Tours,PAAANIMAN CO LTD,Mauritius,04.09.2025,"• Maîtrise du français et de l’anglais (d’autres langues sont un atout).• Sens du service, dynamisme et esprit d’équipe.• Bonne présentation et aisance relationnelle.• Excellentes compétences en communication et en expression orale.• Connaissances solides en histoire, culture, patrimoine et géographie locale.• Sens de l’accueil, dynamisme et bonne présentation.• Capacité à gérer des groupes et à s’adapter à différents publics.• Une première expérience en guidage touristique ou animation culturelle est un plus."
5268,45892,Cleaner,Entrepreneurship-Other Service activities,VANYA MAINTENANCE SERVICES LTD,Mauritius,04.09.2025,"Cleaning of restaurants, hotels’ kitchen, deep cleaning of kitchen, building etc"
5269,45891,Maintenance Technician,Travel & Tours,SUGARWORLD LTD,Mauritius,30.09.2025,L’Aventure du Sucre is recruiting for a highly motivated individual to join its team as Maintenance Technician. The job incumbent will be responsible to ensure the good coordination and execution of maintenance duties and assist the Maintenance Manager in handling routine maintenance activities.
5270,45889,Animateur / Animatrice,Travel & Tours,PAAANIMAN CO LTD,Mauritius,04.09.2025,"• Excellentes compétences en communication et en animation de groupe.• Maîtrise du français et de l’anglais (d’autres langues sont un atout).• Sens du service, dynamisme et esprit d’équipe.• Bonne présentation et aisance relationnelle.• Expérience en animation touristique ou hôtelière souhaitée."
5271,45888,Waiter/Waitress,Travel & Tours,SUGARWORLD LTD,Mauritius,30.09.2025,"Dans le cadre de nos développements, nous recherchons un serveur/une serveuse pour rejoindre l’équipe de L’Aventure du Sucre. Les responsabilités de ce poste comprennent l’accueil et le service des clients, la fourniture d’informations détaillées sur les menus, l’exécution de diverses tâches au bar et la perception de la facture"
5272,45887,Skipper/Boat Driver,Travel & Tours,PAAANIMAN CO LTD,Mauritius,04.09.2025,"En tant que skipper, vous soutiendrez avant tout l’équipage et le bien-être des passagers.Vos responsabilités comprendront :• Réalisation de la navigation et de la conduite du bateau (navette, catamaran)• Contrôle de la sécurité à bord et du respect des procédures maritimes• Responsabilité de la gestion de l’équipage et de la coordination des manœuvres• Respect des règlements maritimes, des itinéraires prévus et des normes environnementales• Prise en charge de la maintenance du bateau ainsi que du bien-être des passagers"
5273,45886,kitchen Helper,Travel & Tours,SUGARWORLD LTD,Mauritius,30.09.2025,"L’Aventure du Sucre, dans le cadre de ses activités, recrute un Aider le personnel à maintenir la cuisine propre en procédant au lavage et à l’entretien des locaux, du matériel et essentiellement de la vaisselle."
5274,45885,Security Guard,Agriculture,TERRAGRI LTD,Mauritius,30.09.2025,"Novaterra est à la recherche d’un/e agent de sécurité dynamique et motivé pour assurer la protection de ses locaux et de son personnel. Le/la candidat(e) idéal(e) effectuera des patrouilles régulières, surveillera les équipements de sécurité et les points d’accès, enquêtera sur les violations de sécurité et les comportements suspects. Il sera en liaison avec l’équipe d’intervention et tiendra des registres des incidents et événements."
5275,45884,Cleaner,Maritime Services,WD ASSOCIATES CO LTD,Mauritius,15.09.2025,Working at Filling Station.One week on morning shift followed by one week Afternoon shift.Completion of all daily cleaning tasks as set on cleaning schedule.Managing supplies economically
5276,45882,Track Tractor Driver,Transport and Storage,SAINT AUBIN DISTRIBUTION LTEE,Mauritius,25.09.2025,"To operate a tri wheeler logger - to assist in the efficient, safe, and timely loading of sugarcane during harvesting operations, while maintaining the equipment and adhering to safety and operational standards."
5277,45876,"Driver, Truck/Goods Vehicle/Chauffeur Poid-Lourd",Restaurant,VIHAANKRSNA LTD,Mauritius,15.09.2025,"The driver is responsible for safely driving to transport goods and also help with loading, unloading and other helper duties.They ensure the vehicle is well maintained, follow traffic rules and provide support in daily tasks as needed."
5278,45875,Cleaner,Cleaning Services,DEEP CLEAN CONTRACTING LTD,Mauritius,05.09.2025,"Reliable and detail-oriented cleaner experienced in handling small commercial cleaning tasks. Skilled in maintaining a clean, safe, and organized environment by performing duties such as dusting, mopping, vacuuming, sanitizing surfaces, and waste removal. Able to follow instructions, work independently, and ensure high standards of cleanliness and hygiene are consistently met."
5279,45870,Administrative Clerk,Repair and installation of machinery & equipment,CHOYTOURS CO LTD,Mauritius,05.09.2025,"Administrative Clerk at an automotive workshop providing mechanical, electrical, painting and denting services."
